id,timestamp,datetime,hour,minute,day_of_week,is_weekend,time_period,bytes_rx,bytes_tx,bytes_total,mb_used,cumulative_mb_today,network_type,screen_on,battery_level,device_id,signal_strength,is_charging,device_model
3394,1779959585944,2026-05-28T17:13:05.944450,17,13,4,0,Afternoon,52446955,9255345,61702300,58.84,227.02,5G,0,100,device-uuid-tester-104,-95,0,Tester Simulator Phone
6436,1779968225944,2026-05-28T19:37:05.944450,19,37,4,0,Evening,46501528,8206152,54707680,52.17,279.2,5G,0,96,device-uuid-tester-104,-68,0,Tester Simulator Phone
9519,1779976865944,2026-05-28T22:01:05.944450,22,1,4,0,Evening,4394119,775432,5169552,4.93,284.13,WIFI,0,92,device-uuid-tester-104,-104,1,Tester Simulator Phone
8290,1779985505944,2026-05-29T00:25:05.944450,0,25,5,0,Night,66951224,11814921,78766146,75.12,75.12,LTE,0,88,device-uuid-tester-104,-83,0,Tester Simulator Phone
6608,1779994145944,2026-05-29T02:49:05.944450,2,49,5,0,Night,21702269,3829812,25532081,24.35,99.47,5G,0,84,device-uuid-tester-104,-90,0,Tester Simulator Phone
2292,1780002785944,2026-05-29T05:13:05.944450,5,13,5,0,Night,13027916,2299044,15326960,14.62,114.08,WIFI,1,80,device-uuid-tester-104,-86,1,Tester Simulator Phone
4226,1780011425944,2026-05-29T07:37:05.944450,7,37,5,0,Morning,56874297,10036640,66910937,63.81,177.89,5G,1,76,device-uuid-tester-104,-75,0,Tester Simulator Phone
2512,1780020065944,2026-05-29T10:01:05.944450,10,1,5,0,Morning,26943117,4754667,31697785,30.23,208.12,LTE,0,72,device-uuid-tester-104,-89,0,Tester Simulator Phone
2699,1780028705944,2026-05-29T12:25:05.944450,12,25,5,0,Afternoon,70668225,12470863,83139089,79.29,287.41,5G,1,68,device-uuid-tester-104,-76,0,Tester Simulator Phone
6493,1780037345944,2026-05-29T14:49:05.944450,14,49,5,0,Afternoon,47139428,8318722,55458150,52.89,340.3,LTE,1,64,device-uuid-tester-104,-105,0,Tester Simulator Phone
