id,timestamp,datetime,hour,minute,day_of_week,is_weekend,time_period,bytes_rx,bytes_tx,bytes_total,mb_used,cumulative_mb_today,network_type,screen_on,battery_level
149,1775505600000,2026-04-07T04:00:00,4,36,2,0,Night,8707305,2887638,11594943,11.0578,81.8921,CELLULAR,0.067,100.0
150,1775509200000,2026-04-07T05:00:00,5,43,2,0,Night,2627622,855328,3482950,3.3216,85.2137,CELLULAR,0.013,100.0
151,1775512800000,2026-04-07T06:00:00,6,49,2,0,Morning,31494306,7285494,38779800,36.9833,122.197,CELLULAR,0.427,100.0
152,1775516400000,2026-04-07T07:00:00,7,53,2,0,Morning,23205069,6830971,30036040,28.6446,150.8416,CELLULAR,0.212,94.2
153,1775520000000,2026-04-07T08:00:00,8,32,2,0,Morning,37694155,9784422,47478577,45.2791,196.1207,CELLULAR,0.306,88.3
154,1775523600000,2026-04-07T09:00:00,9,20,2,0,Morning,28764281,7893726,36658007,34.9598,231.0805,CELLULAR,0.285,82.1
155,1775527200000,2026-04-07T10:00:00,10,24,2,0,Morning,15588847,4069226,19658073,18.7474,249.8279,CELLULAR,0.265,76.4
156,1775530800000,2026-04-07T11:00:00,11,25,2,0,Morning,26110988,7778254,33889242,32.3193,282.1472,CELLULAR,0.288,70.2
157,1775534400000,2026-04-07T12:00:00,12,57,2,0,Afternoon,30763380,5832656,36596036,34.9007,317.0479,CELLULAR,0.208,65.4
158,1775538000000,2026-04-07T13:00:00,13,54,2,0,Afternoon,31741751,5577697,37319448,35.5906,352.6385,CELLULAR,0.242,60.7
159,1775541600000,2026-04-07T14:00:00,14,37,2,0,Afternoon,28085895,7439755,35525650,33.8799,386.5184,CELLULAR,0.407,52.4
160,1775545200000,2026-04-07T15:00:00,15,54,2,0,Afternoon,59929555,16675318,76604873,73.0561,459.5745,CELLULAR,0.591,39.5
161,1775548800000,2026-04-07T16:00:00,16,39,2,0,Afternoon,59785714,17348480,77134194,73.5609,533.1354,CELLULAR,0.568,30.4
162,1775552400000,2026-04-07T17:00:00,17,35,2,0,Afternoon,22104187,7078941,29183128,27.8312,560.9666,CELLULAR,0.31,24.8
163,1775556000000,2026-04-07T18:00:00,18,47,2,0,Evening,191864167,31535369,223399536,213.0504,774.017,CELLULAR,0.699,15.7
164,1775559600000,2026-04-07T19:00:00,19,9,2,0,Evening,125144441,27244060,152388501,145.329,919.346,CELLULAR,0.827,3.5
165,1775563200000,2026-04-07T20:00:00,20,2,2,0,Evening,157483722,27881236,185364958,176.7778,1096.1238,CELLULAR,0.644,3.0
166,1775566800000,2026-04-07T21:00:00,21,11,2,0,Evening,148105030,18928198,167033228,159.2953,1255.4191,CELLULAR,0.627,3.0
167,1775570400000,2026-04-07T22:00:00,22,59,2,0,Evening,161826135,34469074,196295209,187.2017,1442.6208,CELLULAR,0.821,26.8
168,1775574000000,2026-04-07T23:00:00,23,32,2,0,Evening,54942748,16323510,71266258,67.9648,1510.5856,CELLULAR,0.581,42.6
169,1775577600000,2026-04-08T00:00:00,0,45,3,0,Night,0,0,0,0.0,0.0,CELLULAR,0.048,96.0
170,1775581200000,2026-04-08T01:00:00,1,26,3,0,Night,5810640,1494474,7305114,6.9667,6.9667,CELLULAR,0.091,100.0
171,1775584800000,2026-04-08T02:00:00,2,38,3,0,Night,0,0,0,0.0,6.9667,CELLULAR,0.099,100.0
172,1775588400000,2026-04-08T03:00:00,3,33,3,0,Night,16794326,3932456,20726782,19.7666,26.7333,CELLULAR,0.089,100.0
173,1775592000000,2026-04-08T04:00:00,4,28,3,0,Night,139646,20681,160327,0.1529,26.8862,CELLULAR,0.036,100.0
174,1775595600000,2026-04-08T05:00:00,5,59,3,0,Night,11158566,1642764,12801330,12.2083,39.0945,CELLULAR,0.085,100.0
175,1775599200000,2026-04-08T06:00:00,6,33,3,0,Morning,54723754,12348934,67072688,63.9655,103.06,CELLULAR,0.474,100.0
176,1775602800000,2026-04-08T07:00:00,7,42,3,0,Morning,52174557,8075047,60249604,57.4585,160.5185,CELLULAR,0.51,90.9
177,1775606400000,2026-04-08T08:00:00,8,6,3,0,Morning,39455579,8127961,47583540,45.3792,205.8977,CELLULAR,0.334,82.6
178,1775610000000,2026-04-08T09:00:00,9,19,3,0,Morning,12103865,1712172,13816037,13.176,219.0737,CELLULAR,0.23,76.2
179,1775613600000,2026-04-08T10:00:00,10,49,3,0,Morning,22115932,4589620,26705552,25.4684,244.5421,CELLULAR,0.266,70.1
180,1775617200000,2026-04-08T11:00:00,11,29,3,0,Morning,68545087,8646988,77192075,73.6161,318.1582,CELLULAR,0.52,60.7
181,1775620800000,2026-04-08T12:00:00,12,2,3,0,Afternoon,56270169,6375116,62645285,59.7432,377.9014,CELLULAR,0.484,50.7
182,1775624400000,2026-04-08T13:00:00,13,33,3,0,Afternoon,49734393,7220585,56954978,54.3165,432.2179,CELLULAR,0.521,42.6
183,1775628000000,2026-04-08T14:00:00,14,37,3,0,Afternoon,61522729,17353779,78876508,75.2225,507.4404,CELLULAR,0.573,30.2
184,1775631600000,2026-04-08T15:00:00,15,57,3,0,Afternoon,32371622,4371949,36743571,35.0414,542.4818,CELLULAR,0.314,25.5
185,1775635200000,2026-04-08T16:00:00,16,3,3,0,Afternoon,29034978,7188918,36223896,34.5458,577.0276,CELLULAR,0.224,21.2
186,1775638800000,2026-04-08T17:00:00,17,9,3,0,Afternoon,65870082,16936174,82806256,78.9702,655.9978,CELLULAR,0.584,10.2
187,1775642400000,2026-04-08T18:00:00,18,38,3,0,Evening,172835119,21076887,193912006,184.9289,840.9267,CELLULAR,0.507,3.0
188,1775646000000,2026-04-08T19:00:00,19,31,3,0,Evening,178367589,44987697,223355286,213.0082,1053.9349,CELLULAR,0.841,3.0
189,1775649600000,2026-04-08T20:00:00,20,29,3,0,Evening,119259817,25191488,144451305,137.7595,1191.6944,CELLULAR,0.713,3.0
190,1775653200000,2026-04-08T21:00:00,21,1,3,0,Evening,132602092,16568644,149170736,142.2603,1333.9547,CELLULAR,0.819,3.0
191,1775656800000,2026-04-08T22:00:00,22,55,3,0,Evening,122042423,35297034,157339457,150.0506,1484.0053,CELLULAR,0.749,21.2
192,1775660400000,2026-04-08T23:00:00,23,7,3,0,Evening,91594834,23961911,115556745,110.2035,1594.2088,CELLULAR,0.807,38.8
193,1775664000000,2026-04-09T00:00:00,0,21,4,0,Night,0,0,0,0.0,0.0,CELLULAR,0.06,100.0
194,1775667600000,2026-04-09T01:00:00,1,56,4,0,Night,10591917,1561288,12153205,11.5902,11.5902,CELLULAR,0.086,100.0
195,1775671200000,2026-04-09T02:00:00,2,50,4,0,Night,0,0,0,0.0,11.5902,CELLULAR,0.054,100.0
196,1775674800000,2026-04-09T03:00:00,3,12,4,0,Night,3650418,684290,4334708,4.1339,15.7241,CELLULAR,0.037,100.0
197,1775678400000,2026-04-09T04:00:00,4,17,4,0,Night,18209242,2454311,20663553,19.7063,35.4304,CELLULAR,0.095,100.0
198,1775682000000,2026-04-09T05:00:00,5,12,4,0,Night,0,0,0,0.0,35.4304,CELLULAR,0.067,100.0
