id,timestamp,datetime,hour,minute,day_of_week,is_weekend,time_period,bytes_rx,bytes_tx,bytes_total,mb_used,cumulative_mb_today,network_type,screen_on,battery_level,device_id,signal_strength,is_charging,device_model
6896,1779745290524,2026-05-26T05:41:30.524740,5,41,2,0,Night,11928446,2105019,14033466,13.38,144.4,5G,0,40,device-uuid-tester-103,-86,0,Tester Simulator Phone
5832,1779753930524,2026-05-26T08:05:30.524740,8,5,2,0,Morning,25434639,4488465,29923105,28.54,172.93,WIFI,1,36,device-uuid-tester-103,-79,0,Tester Simulator Phone
9420,1779762570524,2026-05-26T10:29:30.524740,10,29,2,0,Morning,3291716,580891,3872607,3.69,176.63,5G,1,32,device-uuid-tester-103,-83,0,Tester Simulator Phone
4578,1779771210524,2026-05-26T12:53:30.524740,12,53,2,0,Afternoon,55599022,9811592,65410614,62.38,239.01,LTE,1,28,device-uuid-tester-103,-72,1,Tester Simulator Phone
9052,1779779850524,2026-05-26T15:17:30.524740,15,17,2,0,Afternoon,4676874,825330,5502204,5.25,244.25,5G,0,24,device-uuid-tester-103,-80,0,Tester Simulator Phone
9959,1779788490524,2026-05-26T17:41:30.524740,17,41,2,0,Afternoon,18618530,3285623,21904153,20.89,265.14,5G,0,100,device-uuid-tester-103,-78,0,Tester Simulator Phone
2329,1779797130524,2026-05-26T20:05:30.524740,20,5,2,0,Evening,13152810,2321084,15473894,14.76,279.9,WIFI,0,96,device-uuid-tester-103,-75,0,Tester Simulator Phone
1265,1779805770524,2026-05-26T22:29:30.524740,22,29,2,0,Evening,3996297,705229,4701526,4.48,284.38,WIFI,1,92,device-uuid-tester-103,-85,1,Tester Simulator Phone
2660,1779814410524,2026-05-27T00:53:30.524740,0,53,3,0,Night,45534306,8035465,53569772,51.09,51.09,5G,0,88,device-uuid-tester-103,-99,0,Tester Simulator Phone
8104,1779823050524,2026-05-27T03:17:30.524740,3,17,3,0,Night,13237610,2336048,15573659,14.85,65.94,5G,1,84,device-uuid-tester-103,-105,0,Tester Simulator Phone
1921,1779831690524,2026-05-27T05:41:30.524740,5,41,3,0,Night,9969864,1759387,11729252,11.19,77.13,WIFI,0,80,device-uuid-tester-103,-89,0,Tester Simulator Phone
3983,1779840330524,2026-05-27T08:05:30.524740,8,5,3,0,Morning,16722237,2950983,19673221,18.76,95.89,5G,1,76,device-uuid-tester-103,-73,1,Tester Simulator Phone
6761,1779848970524,2026-05-27T10:29:30.524740,10,29,3,0,Morning,1252311,220996,1473307,1.41,97.29,5G,0,72,device-uuid-tester-103,-69,0,Tester Simulator Phone
4827,1779857610524,2026-05-27T12:53:30.524740,12,53,3,0,Afternoon,16993303,2998818,19992122,19.07,116.36,WIFI,1,68,device-uuid-tester-103,-91,0,Tester Simulator Phone
7930,1779866250524,2026-05-27T15:17:30.524740,15,17,3,0,Afternoon,2119440,374018,2493459,2.38,118.74,WIFI,0,64,device-uuid-tester-103,-93,1,Tester Simulator Phone
5737,1779874890524,2026-05-27T17:41:30.524740,17,41,3,0,Afternoon,70550108,12450019,83000127,79.16,197.89,5G,0,60,device-uuid-tester-103,-86,0,Tester Simulator Phone
9307,1779883530524,2026-05-27T20:05:30.524740,20,5,3,0,Evening,8068117,1423785,9491902,9.05,206.94,5G,1,56,device-uuid-tester-103,-95,0,Tester Simulator Phone
9410,1779892170524,2026-05-27T22:29:30.524740,22,29,3,0,Evening,55845078,9855013,65700092,62.66,269.6,5G,1,52,device-uuid-tester-103,-96,1,Tester Simulator Phone
4368,1779900810524,2026-05-28T00:53:30.524740,0,53,4,0,Night,31883652,5626526,37510178,35.77,35.77,5G,0,48,device-uuid-tester-103,-88,0,Tester Simulator Phone
9850,1779909450524,2026-05-28T03:17:30.524740,3,17,4,0,Night,47601920,8400338,56002259,53.41,89.18,WIFI,0,44,device-uuid-tester-103,-82,0,Tester Simulator Phone
6980,1779918090524,2026-05-28T05:41:30.524740,5,41,4,0,Night,3476708,613536,4090245,3.9,93.08,LTE,0,40,device-uuid-tester-103,-85,0,Tester Simulator Phone
4203,1779926730524,2026-05-28T08:05:30.524740,8,5,4,0,Morning,29009793,5119375,34129168,32.55,125.63,WIFI,0,36,device-uuid-tester-103,-99,1,Tester Simulator Phone
8907,1779935370524,2026-05-28T10:29:30.524740,10,29,4,0,Morning,55455652,9786291,65241944,62.22,187.85,5G,0,32,device-uuid-tester-103,-76,0,Tester Simulator Phone
5831,1779944010524,2026-05-28T12:53:30.524740,12,53,4,0,Afternoon,59812922,10555221,70368143,67.11,254.96,LTE,0,28,device-uuid-tester-103,-103,1,Tester Simulator Phone
9936,1779952650524,2026-05-28T15:17:30.524740,15,17,4,0,Afternoon,40810607,7201871,48012479,45.79,300.75,LTE,0,24,device-uuid-tester-103,-90,1,Tester Simulator Phone
2292,1779961290524,2026-05-28T17:41:30.524740,17,41,4,0,Afternoon,21222295,3745111,24967406,23.81,324.56,LTE,1,100,device-uuid-tester-103,-66,0,Tester Simulator Phone
1613,1779969930524,2026-05-28T20:05:30.524740,20,5,4,0,Evening,48993451,8645903,57639354,54.97,379.53,5G,1,96,device-uuid-tester-103,-76,0,Tester Simulator Phone
9150,1779978570524,2026-05-28T22:29:30.524740,22,29,4,0,Evening,9141153,1613144,10754297,10.26,389.78,LTE,0,92,device-uuid-tester-103,-74,0,Tester Simulator Phone
3341,1779987210524,2026-05-29T00:53:30.524740,0,53,5,0,Night,47819210,8438684,56257894,53.65,53.65,LTE,1,88,device-uuid-tester-103,-71,0,Tester Simulator Phone
1813,1779995850524,2026-05-29T03:17:30.524740,3,17,5,0,Night,61972907,10936395,72909303,69.53,123.18,WIFI,1,84,device-uuid-tester-103,-82,1,Tester Simulator Phone
5053,1780004490524,2026-05-29T05:41:30.524740,5,41,5,0,Night,52609096,9283958,61893054,59.03,182.21,5G,1,80,device-uuid-tester-103,-87,0,Tester Simulator Phone
3552,1780013130524,2026-05-29T08:05:30.524740,8,5,5,0,Morning,66554932,11744988,78299920,74.67,256.88,LTE,1,76,device-uuid-tester-103,-78,1,Tester Simulator Phone
8548,1780021770524,2026-05-29T10:29:30.524740,10,29,5,0,Morning,60257205,10633624,70890829,67.61,324.49,5G,0,72,device-uuid-tester-103,-83,0,Tester Simulator Phone
6040,1780030410524,2026-05-29T12:53:30.524740,12,53,5,0,Afternoon,32440012,5724708,38164720,36.4,360.89,WIFI,0,68,device-uuid-tester-103,-71,0,Tester Simulator Phone
7577,1780039050524,2026-05-29T15:17:30.524740,15,17,5,0,Afternoon,17870518,3153620,21024139,20.05,380.94,LTE,0,64,device-uuid-tester-103,-65,1,Tester Simulator Phone
