id,timestamp,datetime,device_id,package_name,app_name,uid,bytes_rx,bytes_tx,bytes_total,network_type,is_system_app
47699,1779804061851,2026-05-26T22:01:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,27860129,6965032,34825162,MOBILE,0
19392,1779808381851,2026-05-26T23:13:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,10062360,2515590,12577950,WIFI,0
63352,1779812701851,2026-05-27T00:25:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,14173613,3543403,17717016,MOBILE,0
60658,1779817021851,2026-05-27T01:37:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,10070983,2517745,12588729,WIFI,0
96327,1779821341851,2026-05-27T02:49:01.851619,device-uuid-tester-101,com.facebook.katana,Facebook,10245,31993084,7998271,39991355,MOBILE,0
33462,1779825661851,2026-05-27T04:01:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,27311096,6827774,34138870,WIFI,0
34337,1779829981851,2026-05-27T05:13:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,14805770,3701442,18507212,MOBILE,0
93638,1779834301851,2026-05-27T06:25:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,16553317,4138329,20691647,WIFI,0
83064,1779838621851,2026-05-27T07:37:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,4541032,1135258,5676290,WIFI,0
17068,1779842941851,2026-05-27T08:49:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,21063826,5265956,26329783,WIFI,0
71977,1779847261851,2026-05-27T10:01:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,24407670,6101917,30509588,WIFI,0
73137,1779851581851,2026-05-27T11:13:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,28883717,7220929,36104646,MOBILE,0
17940,1779855901851,2026-05-27T12:25:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,5788738,1447184,7235923,MOBILE,0
13226,1779860221851,2026-05-27T13:37:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,791958,197989,989947,WIFI,0
29534,1779864541851,2026-05-27T14:49:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,2103828,525957,2629785,MOBILE,0
15485,1779868861851,2026-05-27T16:01:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,13106139,3276534,16382673,WIFI,0
87399,1779873181851,2026-05-27T17:13:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,20931839,5232959,26164799,MOBILE,0
62021,1779877501851,2026-05-27T18:25:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,21173889,5293472,26467361,MOBILE,0
15716,1779881821851,2026-05-27T19:37:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,23000132,5750033,28750165,WIFI,0
34832,1779886141851,2026-05-27T20:49:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,7398396,1849599,9247995,MOBILE,0
20279,1779890461851,2026-05-27T22:01:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,10543022,2635755,13178778,MOBILE,0
14984,1779894781851,2026-05-27T23:13:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,28695511,7173877,35869389,WIFI,0
44215,1779899101851,2026-05-28T00:25:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,5213615,1303403,6517019,WIFI,0
40153,1779903421851,2026-05-28T01:37:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,3661355,915338,4576694,WIFI,0
28844,1779907741851,2026-05-28T02:49:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,32480594,8120148,40600743,MOBILE,0
26179,1779912061851,2026-05-28T04:01:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,35971874,8992968,44964843,MOBILE,0
92255,1779916381851,2026-05-28T05:13:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,17388952,4347238,21736190,MOBILE,0
32415,1779920701851,2026-05-28T06:25:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,6569108,1642277,8211385,WIFI,0
92163,1779925021851,2026-05-28T07:37:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,7521992,1880498,9402491,MOBILE,0
94920,1779929341851,2026-05-28T08:49:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,25415223,6353805,31769029,WIFI,0
94325,1779933661851,2026-05-28T10:01:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,37000499,9250124,46250623,MOBILE,0
36809,1779937981851,2026-05-28T11:13:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,17355551,4338887,21694439,MOBILE,0
21929,1779942301851,2026-05-28T12:25:01.851619,device-uuid-tester-101,com.facebook.katana,Facebook,10245,10200052,2550013,12750065,MOBILE,0
40044,1779946621851,2026-05-28T13:37:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,13511499,3377874,16889373,MOBILE,0
77996,1779950941851,2026-05-28T14:49:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,34990516,8747629,43738145,WIFI,0
47439,1779955261851,2026-05-28T16:01:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,14525781,3631445,18157227,MOBILE,0
70723,1779959581851,2026-05-28T17:13:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,26404372,6601093,33005466,MOBILE,0
44549,1779963901851,2026-05-28T18:25:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,25931404,6482851,32414255,MOBILE,0
94851,1779968221851,2026-05-28T19:37:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,25924851,6481212,32406064,WIFI,0
10067,1779972541851,2026-05-28T20:49:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,11096497,2774124,13870621,WIFI,0
29744,1779976861851,2026-05-28T22:01:01.851619,device-uuid-tester-101,com.tencent.ig,PUBG Mobile,10352,1960377,490094,2450472,WIFI,0
58155,1779981181851,2026-05-28T23:13:01.851619,device-uuid-tester-101,com.facebook.katana,Facebook,10245,14890472,3722618,18613091,MOBILE,0
84276,1779985501851,2026-05-29T00:25:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,16939368,4234842,21174210,WIFI,0
80796,1779989821851,2026-05-29T01:37:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,5552759,1388189,6940948,MOBILE,0
39718,1779994141851,2026-05-29T02:49:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,3306303,826575,4132879,MOBILE,0
74892,1779998461851,2026-05-29T04:01:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,17139671,4284917,21424589,MOBILE,0
63790,1780002781851,2026-05-29T05:13:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,1076627,269156,1345784,WIFI,0
44533,1780007101851,2026-05-29T06:25:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,33556411,8389102,41945513,MOBILE,0
60643,1780011421851,2026-05-29T07:37:01.851619,device-uuid-tester-101,com.facebook.katana,Facebook,10245,30203545,7550886,37754431,WIFI,0
13356,1780015741851,2026-05-29T08:49:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,4777865,1194466,5972331,MOBILE,0
37160,1780020061851,2026-05-29T10:01:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,28966870,7241717,36208588,WIFI,0
57008,1780024381851,2026-05-29T11:13:01.851619,device-uuid-tester-101,com.instagram.android,Instagram,10246,14168382,3542095,17710478,WIFI,0
29213,1780028701851,2026-05-29T12:25:01.851619,device-uuid-tester-101,com.chrome.android,Chrome,10080,10618147,2654536,13272683,MOBILE,0
21208,1780033021851,2026-05-29T13:37:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,4094670,1023667,5118338,WIFI,0
81751,1780037341851,2026-05-29T14:49:01.851619,device-uuid-tester-101,com.google.android.youtube,YouTube,10101,12816453,3204113,16020566,MOBILE,0
10680,1780041661851,2026-05-29T16:01:01.851619,device-uuid-tester-101,com.spotify.music,Spotify,10299,27198028,6799507,33997535,WIFI,0
