id,timestamp,datetime,hour,minute,day_of_week,is_weekend,time_period,bytes_rx,bytes_tx,bytes_total,mb_used,cumulative_mb_today,network_type,screen_on,battery_level,device_id,signal_strength,is_charging,device_model
8037,1779779846726,2026-05-26T15:17:26.726009,15,17,2,0,Afternoon,20882630,3685170,24567801,23.43,272.35,LTE,1,24,device-uuid-tester-102,-83,0,Tester Simulator Phone
3338,1779788486726,2026-05-26T17:41:26.726009,17,41,2,0,Afternoon,29837610,5265460,35103071,33.48,305.83,WIFI,0,100,device-uuid-tester-102,-92,0,Tester Simulator Phone
6245,1779797126726,2026-05-26T20:05:26.726009,20,5,2,0,Evening,30941635,5460288,36401924,34.72,340.54,LTE,1,96,device-uuid-tester-102,-105,0,Tester Simulator Phone
3833,1779805766726,2026-05-26T22:29:26.726009,22,29,2,0,Evening,56620292,9991816,66612108,63.53,404.07,5G,0,92,device-uuid-tester-102,-78,0,Tester Simulator Phone
5320,1779814406726,2026-05-27T00:53:26.726009,0,53,3,0,Night,5122512,903972,6026485,5.75,5.75,LTE,1,88,device-uuid-tester-102,-84,1,Tester Simulator Phone
3085,1779823046726,2026-05-27T03:17:26.726009,3,17,3,0,Night,26343271,4648812,30992084,29.56,35.3,LTE,0,84,device-uuid-tester-102,-83,1,Tester Simulator Phone
5800,1779831686726,2026-05-27T05:41:26.726009,5,41,3,0,Night,14920768,2633076,17553845,16.74,52.04,LTE,1,80,device-uuid-tester-102,-87,1,Tester Simulator Phone
8238,1779840326726,2026-05-27T08:05:26.726009,8,5,3,0,Morning,24258592,4280928,28539520,27.22,79.26,5G,0,76,device-uuid-tester-102,-103,1,Tester Simulator Phone
7747,1779848966726,2026-05-27T10:29:26.726009,10,29,3,0,Morning,48089045,8486302,56575347,53.95,133.22,5G,0,72,device-uuid-tester-102,-75,0,Tester Simulator Phone
9900,1779857606726,2026-05-27T12:53:26.726009,12,53,3,0,Afternoon,18018807,3179789,21198597,20.22,153.43,LTE,0,68,device-uuid-tester-102,-82,0,Tester Simulator Phone
6049,1779866246726,2026-05-27T15:17:26.726009,15,17,3,0,Afternoon,7328986,1293350,8622337,8.22,161.66,LTE,0,64,device-uuid-tester-102,-90,0,Tester Simulator Phone
3737,1779874886726,2026-05-27T17:41:26.726009,17,41,3,0,Afternoon,62844264,11090164,73934429,70.51,232.17,WIFI,1,60,device-uuid-tester-102,-76,0,Tester Simulator Phone
7560,1779883526726,2026-05-27T20:05:26.726009,20,5,3,0,Evening,13580379,2396537,15976916,15.24,247.4,LTE,1,56,device-uuid-tester-102,-98,0,Tester Simulator Phone
4406,1779892166726,2026-05-27T22:29:26.726009,22,29,3,0,Evening,25621659,4521469,30143128,28.75,276.15,5G,0,52,device-uuid-tester-102,-93,0,Tester Simulator Phone
5919,1779900806726,2026-05-28T00:53:26.726009,0,53,4,0,Night,33689505,5945206,39634712,37.8,37.8,LTE,0,48,device-uuid-tester-102,-83,1,Tester Simulator Phone
2706,1779909446726,2026-05-28T03:17:26.726009,3,17,4,0,Night,54876473,9684083,64560556,61.57,99.37,5G,0,44,device-uuid-tester-102,-68,0,Tester Simulator Phone
5693,1779918086726,2026-05-28T05:41:26.726009,5,41,4,0,Night,58987092,10409486,69396578,66.18,165.55,WIFI,1,40,device-uuid-tester-102,-84,0,Tester Simulator Phone
9036,1779926726726,2026-05-28T08:05:26.726009,8,5,4,0,Morning,14105156,2489145,16594302,15.83,181.38,WIFI,0,36,device-uuid-tester-102,-68,0,Tester Simulator Phone
2082,1779935366726,2026-05-28T10:29:26.726009,10,29,4,0,Morning,15488631,2733287,18221919,17.38,198.75,LTE,0,32,device-uuid-tester-102,-67,0,Tester Simulator Phone
4695,1779944006726,2026-05-28T12:53:26.726009,12,53,4,0,Afternoon,6141038,1083712,7224751,6.89,205.64,LTE,0,28,device-uuid-tester-102,-68,0,Tester Simulator Phone
8598,1779952646726,2026-05-28T15:17:26.726009,15,17,4,0,Afternoon,56088367,9897947,65986315,62.93,268.57,LTE,0,24,device-uuid-tester-102,-99,0,Tester Simulator Phone
1406,1779961286726,2026-05-28T17:41:26.726009,17,41,4,0,Afternoon,2644698,466711,3111410,2.97,271.54,WIFI,0,100,device-uuid-tester-102,-78,1,Tester Simulator Phone
4333,1779969926726,2026-05-28T20:05:26.726009,20,5,4,0,Evening,47781879,8432096,56213976,53.61,325.15,WIFI,1,96,device-uuid-tester-102,-91,0,Tester Simulator Phone
6180,1779978566726,2026-05-28T22:29:26.726009,22,29,4,0,Evening,6100874,1076624,7177499,6.84,332.0,WIFI,1,92,device-uuid-tester-102,-70,1,Tester Simulator Phone
2160,1779987206726,2026-05-29T00:53:26.726009,0,53,5,0,Night,64763332,11428823,76192156,72.66,72.66,LTE,0,88,device-uuid-tester-102,-66,0,Tester Simulator Phone
9806,1779995846726,2026-05-29T03:17:26.726009,3,17,5,0,Night,48933516,8635326,57568843,54.9,127.56,WIFI,0,84,device-uuid-tester-102,-85,1,Tester Simulator Phone
4985,1780004486726,2026-05-29T05:41:26.726009,5,41,5,0,Night,62310051,10995891,73305942,69.91,197.47,5G,0,80,device-uuid-tester-102,-78,0,Tester Simulator Phone
5956,1780013126726,2026-05-29T08:05:26.726009,8,5,5,0,Morning,43642664,7701646,51344311,48.97,246.44,LTE,0,76,device-uuid-tester-102,-82,1,Tester Simulator Phone
5214,1780021766726,2026-05-29T10:29:26.726009,10,29,5,0,Morning,67101073,11841365,78942439,75.29,321.73,5G,0,72,device-uuid-tester-102,-72,1,Tester Simulator Phone
9664,1780030406726,2026-05-29T12:53:26.726009,12,53,5,0,Afternoon,70956218,12521685,83477904,79.61,401.34,LTE,0,68,device-uuid-tester-102,-104,1,Tester Simulator Phone
2992,1780039046726,2026-05-29T15:17:26.726009,15,17,5,0,Afternoon,65798748,11611543,77410292,73.82,475.16,5G,1,64,device-uuid-tester-102,-90,0,Tester Simulator Phone
